词语	极性
令人困倦	2
令人生气	2
乱虐并生	2
乱蓬蓬	2
端雅	1
卖不掉	2
猫哭老鼠	2
没好气	2
没轻没重	2
没用	2
绵里藏针	2
命苦	0
目光凶狠	2
难说话	2
一无所长	2
质量差	2
拥挤不堪	2
一笔一划	1
一刻千金	1
有才干	1
有鼻子有眼	1
欣欣然	1
难以	0
闹嚷嚷	2
盘根错节	2
蓬散	0
七零八落	2
强制性	0
清冷	0
囚首垢面	2
缺心眼	2
人不知，鬼不觉	0
冗赘	0
若明若暗	0
骚乱性	2
傻头傻脑	2
神不知鬼不觉	0
发人深思	1
通今博古	1
十恶不赦	2
十室九空	0
风度翩翩	1
风流倜傥	1
自命清高	2
风姿绰约	1
富可敌国	1
坦坦荡荡	1
天造地设	0
高端	1
高屋建瓴	1
个性鲜明	1
恭恭敬敬	1
古色古香	1
光可鉴人	1
过谦	1
和风细雨	1
合情合理	1
很有意义	1
虎虎生气	1
属实	0
手不释卷	1
史诗般	1
实惠	1
花哨	3
划时代	1
极好	1
生机盎然	1
价值千金	1
坚固耐用	1
身强体壮	1
见多识广	1
健康美	1
金壁辉煌	1
尽心尽力	1
嗓子好	1
锐敏	1
如鱼得水	1
炯炯有神	1
具有历史意义	1
认认真真	1
饶有余韵	1
确有其事	0
确当	0
可以信赖	1
求实	1
宽怀	1
狂放	3
勤勤恳恳	1
老诚	3
未成熟	2
性情急躁	2
恰如其分	1
有毒	2
有失身分	2
羽毛未丰	2
灾难性	2
令人高兴	1
令人羡慕	1
万人空巷	1
无容置疑	1
有头有尾	1
有理有据	1
仪表堂堂	1
心口如一	1
无误	1
平和	1
谈言微中	1
曼妙	1
敏悟	1
名实相符	1
耐穿	1
浓香	0
蓬勃向上	1
矮子看戏	2
锦绣江山	1
鞠躬尽瘁，死而后已	1
为国捐躯	1
忧国恤民	1
经邦纬国	1
治国安民	1
破家危国	2
误国殄民	2
大权旁落	2
铜驼荆棘	0
内忧外患	0
乾坤再造	1
从严	0
欣慰	1
快慰	1
喜悦	1
清馨	1
芬芳	1
欢蹦乱跳	1
皆大欢喜	1
雀跃	1
喜气洋洋	1
恭喜	1
令人满意	1
怡然自得	1
满载而归	1
起劲	1
势如破竹	1
兴冲冲	1
轻快	1
可喜	1
捧檄色喜	1
鼓腹讴歌	1
乐而忘返	1
赏心乐事	1
洋洋得意	3
打成一片	1
破涕为笑	0
粲然	1
哄笑	2
喜眉笑眼	1
鼓歌载舞	1
甜蜜	1
怀里装梳子－舒心	1
哑巴拾金条－喜不可言	1
热闹	1
弹冠相庆	2
不咎既往	0
又红又专	1
报捷	1
珍爱	1
赞赏	1
怜悯	0
狂热	0
打动	1
怜爱	0
娇养	2
流连忘返	1
舍不得	0
迷上	0
兴致	0
心爱	1
侧重	0
无价之宝	1
艳慕	0
温存	0
稚嫩	0
嘘寒问暖	0
不分彼此	1
亲密无间	1
鱼水情深	1
活力	1
甜犊情深	1
渴慕	0
娇嫩	1
心肝宝贝	1
慰劳	1
和煦	1
叫好	1
柔情似水	1
好吃	1
独具特色	1
稀有	0
敬仰	1
瞧得起	1
承蒙	1
赐教	0
肃穆	1
推戴	1
先驱	1
心服	0
虔诚	1
钦敬	1
天保九如	1
龟年鹤寿	1
福寿绵绵	1
长生不老	1
老一辈	0
从谏如流	1
拜聆	1
慈祥	1
释然	0
温厚	1
放松	0
婉顺	1
悠闲	0
平淡	0
绰有余裕	1
泰然自若	1
平服	0
安恬	1
牵挂	0
怀旧	0
相思	0
心心念念	0
不分畛域	1
腹心	0
保佑	0
百里挑一	1
标致	1
才华	1
吃苦耐劳	1
出众	1
清晰	0
热情	1
踔厉	1
全始全终	1
豪言壮语	1
坚定	1
匠心独运	1
慷慨	1
聪慧	1
大义凛然	1
多谋善断	1
丰富多彩	1
高超	1
快刀斩乱麻	1
合意	1
廉洁	1
流利	1
美观	1
振作	1
敏锐	1
能手	1
中看	1
明丽	1
艳丽	1
妖娆	1
雅俗共赏	1
披星戴月	1
气壮山河	1
巧妙	1
勤学好问	1
热火朝天	1
容光焕发	1
神圣	1
实事求是	1
专心	1
丹心	1
忠于职守	1
铁面无私	1
万众一心	1
文豪	1
无畏	1
下笔成章	1
勇猛	1
优秀	1
渊博	1
正派	1
壮观	1
和善	1
慈和	1
公正	1
端方	1
心直口快	1
信实	1
红心	1
淳厚	1
戆直	1
骁勇	1
刚健	1
神勇	1
开化	1
恢廓	1
虚怀若谷	1
正气	1
慈悲	1
侠义	1
不偏不倚	1
文气	1
雄赳赳	1
飘逸	1
健谈	0
性感	1
自告奋勇	1
有志者事竟成	1
救苦救难	1
讲信修睦	1
大发慈悲	1
才气	1
祝哽视噎	1
情同手足	1
优雅	1
不屈不挠	1
安生	0
繁茂	1
洁白	1
嘹亮	1
平坦	1
清脆	1
适宜	1
详尽	1
雪白	0
茁壮	1
清洌洌	1
一清二楚	1
快速	1
短平快	1
猛将	1
英雄好汉	1
学好	1
不徇私情	1
周济	0
扶贫帮困	0
解困扶贫	0
经久不衰	1
称誉	1
啧啧称赞	1
韶秀	1
妩媚	1
光灿夺目	1
吃苦在前	1
廉洁奉公	1
反腐倡廉	1
勇敢者	1
本分人	1
贤人	1
医圣	1
清清白白	1
如火如荼	1
长盛不衰	1
奇伟	1
高精度	1
源远流长	1
力透纸背	1
青史名垂	1
举世闻名	1
醇雅	1
详实	1
真金不怕火炼	1
高强	1
博大精深	1
登峰造极	1
别有风味	1
绘影绘色	1
过硬	1
上乘	1
言之有物	1
遨游	0
宝典	1
本色	1
民怨沸腾	2
悲愤交加	0
大动肝火	0
火气	0
怒不可遏	0
惹气	0
窝火	0
光火	0
无明火	0
耍态度	2
触怒	0
怒色	0
犯肝气	0
吃了芋头不下肚－顶心顶肺	0
勃然变色	0
雷霆之怒	0
拍案而起	0
切齿愤盈	0
悲痛	0
哀痛	0
心酸	0
怏怏	0
悲痛欲绝	0
伤悲	0
心如刀绞	0
可惜	0
抱屈	0
悲辛	0
苦头	0
人地生疏	0
挥泪	0
抽咽	0
痛哭	0
叹气	0
孤独	0
髀肉复生	2
触景生情	0
长亭短亭	0
幽明永隔	0
短暂	0
捶胸顿足	0
凄风苦雨	0
撑船的竹蒿－提起泪流	0
泪如秋夜雨－一点一声愁	0
钢刀吞肚里－割心肠	0
黄连水里泡竹笋－苦透了	0
沉冤莫白	0
创巨痛深	0
寂寥	0
悲鸣	0
惊惶	0
担惊受怕	0
惊慌失措	0
面无人色	0
唯恐	0
缩头缩尾	2
阴森	2
严酷	0
山羊见了老虎皮－望而生畏	0
有口难言	0
侧目而视	0
毛发森竖	0
胁肩累足	0
暗礁	0
败露	0
残暴	2
猖狂	2
臭味相投	2
狗腿子	2
黑心肠	2
倒行逆施	2
恶霸	2
诽谤	2
狂妄	2
老奸巨滑	2
掠夺	2
嫌恶	2
该死	2
抱恨	0
恶毒	2
欺世盗名	2
敲诈勒索	2
嫌怨	0
罄竹难书	2
看不惯	2
蔑视	2
忌恨	0
打入冷宫	0
顽抗	2
惟利是图	2
乌烟瘴气	2
阴险	2
众叛亲离	2
罪在不赦	2
唾弃	2
邪行	2
惨毒	2
可笑	2
蒙骗	2
轻侮	2
记恨	2
叫化子过瘾－讨厌	2
剥皮抽筋	2
切齿拊心	0
人言啧啧	2
不值一钱	2
言者谆谆，听者藐藐	2
夜叉	2
奸妇	2
反唇相讥	2
坏蛋	2
蛇蝎	2
祸水	2
贱货	2
訾议	2
有哭有闹	0
矮子	2
败家	2
窝心	2
无聊	0
忧郁	0
不好过	0
烦恼	0
没精打采	2
惘然	0
心烦	0
怃然	0
嗒然	0
难忍	0
顾虑	0
心浮	2
愁肠百结	0
失悔	0
困扰	0
繁重	0
愁眉苦眼	0
忧形于色	0
伍子胥过韶关－一夜愁白了头	0
穷困	0
无所适从	2
无病自灸	2
不死不活	2
勉为其难	0
费解	0
败诉	0
赧然	0
面红耳赤	0
羞面见人	0
对不起	0
问心有愧	2
负疚	0
亏心	2
悔恨交加	0
既有今日，何必当初	2
惊慌	0
发急	0
心急火燎	0
芒刺在背	0
着慌	2
心切	0
手忙脚乱	2
匆猝	0
心神不定	0
进网的鱼虾－慌了手脚	0
紧迫	0
仓卒从事	2
临阵磨枪	2
不尴不尬	0
绝望	0
惋惜	0
遗憾	0
买牛得羊－大失所望	0
举步维艰	0
嫉恨	0
醋劲	0
谤毁	2
顿生疑窦	0
疑问	0
邮包掉进水田－半信半疑	0
半途而废	2
弊病	2
草率	2
迟钝	2
居心不良	2
苛求	2
比屋而封	1
实繁有徒	0
风调雨顺	1
黄金时代	1
暖衣饱食	1
物阜民康	1
昏天暗地	2
日月无光	2
惩恶劝善	1
邪不压正	1
人人得而诛之	2
春风风人	1
拔十得五	0
大材小用	2
举贤任能	1
窃据要津	2
吐哺握发	1
补天浴日	1
负重致远	1
呼风唤雨	3
高抬明镜	1
瞒天昧地	2
欺人以方	2
贪财好贿	2
三过其门而不入	1
擅自为谋	2
植党营私	2
路见不平，拔刀相助	1
草间求活	2
解衣推食	1
憞信明义	1
一言既出，驷马难追	1
墨迹未干	2
惠尔不费	1
厉行节约	1
肥马轻裘	2
锦衣玉食	2
钟鸣鼎食	2
别树一帜	1
自成一家	1
冻解冰释	1
应付自如	1
画饼充饥	2
高歌猛进	1
十死一生	0
百尺竿头，更进一步	1
再接再厉	1
木人石心	1
誓死不二	1
众口难调	0
涸辙之鲋	0
进退失据	0
脆而不坚	2
内外交困	0
生灵涂炭	2
英雄无用武之地	0
虎穴龙潭	0
以管窥天	2
毫末之差	0
方以类聚	0
疾不可为	0
运筹帷幄	1
多此一举	2
仁者见仁，智者见智	0
颠来倒去	2
再三再四	2
风流罪过	2
人非圣贤，孰能无过	0
守望相助	1
釜底游鱼	0
不露斤斧	1
镂月裁云	1
运斤成风	1
信而有征	1
不见经传	2
鸟枪换炮	1
积厚流广	1
另眼相看	1
穷则思变	0
覆车之鉴	0
终非池中物	1
降龙伏虎	1
看人行事	2
以水救水	2
豪迈不群	0
温良谦恭让	1
喜怒不形于色	1
含垢忍辱	1
本性难移	2
龙肝豹胎	1
鱼龙曼衍	2
垂暮之年	0
一误再误	2
论甘忌辛	2
舞文弄墨	2
龙驹凤雏	1
蹈人旧辙	2
泥古非今	2
千头百绪	2
一塌胡涂	2
长他人志气，灭自己威风	2
酒色财气	2
分钗断带	0
潸然泪下	0
齐大非耦	0
天作之合	1
新婚燕尔	1
五世同堂	1
窑宅之所	2
安富尊容	1
孤云野鹤	0
地坼天崩	0
流离失所	0
撞府冲州	1
黄河水清	1
遍体鳞伤	0
二竖之顽	2
死于非命	0
寝苫枕块	0
形单影只	0
六亲无靠	0
薪火相传	1
臭不可当	2
名垂竹帛	1
身价百倍	1
吐属不凡	1
词穷理极	1
能言善辩	1
悬河泻水	1
修身慎行	1
出言无状	2
欺人之谈	2
语无伦次	2
浮语虚词	2
夸大其词	2
贫嘴贱舌	2
呶呶不休	2
按图所骏	2
狗血喷头	2
搜索枯肠	0
将心比心	1
闻一知十	1
念兹在兹	0
豁然贯通	1
茅塞顿开	1
真相大白	1
悬崖勒马	1
负荆请罪	1
三年不窥园	1
隐约其辞	2
贵耳贱目	2
今朝有酒今朝醉	2
穷鸟入怀	0
人多势众	2
倚酒三分醉	2
不劳而获	2
悠悠荡荡	2
一傅众修	2
洪水猛兽	2
三灾八难	2
众口嗷嗷	0
家给人足	1
腰缠万贯	1
赤贫如洗	0
二旬九食	0
家无儋石	0
牛衣对泣	0
穷猿奔林	0
吮痈舐痔	2
食不糊口	0
飞言醋语	2
吴市吹箫	2
一贫如洗	0
调三窝四	2
俾昼作夜	2
生财有道	1
贪财恋色	2
豺虎肆虐	2
桀骜不驯	2
悖入悖出	2
腥风血雨	2
诛锄异己	2
浩然之气	1
暗弱无断	2
傲雪欺霜	1
汤池铁城	1
常备不懈	1
枕戈待敌	1
师不宿饱	0
当断不断	2
狐埋狐搰	2
筑室道谋	2
奴颜婢睐	2
降心相从	2
随声是非	2
寸量铢称	2
动辄得咎	2
逃之夭夭	2
虚张声势	2
素口骂人	2
推波作浪	2
夜场梦多	0
被发缨冠	0
黑云压城城欲摧	0
清官难断家务事	0
耳视目食	2
以白为黑	2
势不俱栖	2
心腹之患	2
束手就擒	2
情见势屈	0
矫枉过正	2
今非昔比	1
斗升之水	0
自相水火	2
望文生义	2
冒名顶替	2
柔茹刚吐	2
肆意妄为	2
鸠占鹊巢	2
安不忘危	1
不今不古	2
袍笏登场	2
钻故纸堆	2
拉拉扯扯	2
惹祸招灾	2
招是惹非	2
轩然大波	2
春蚕自缚	2
谏争如流	1
孤行几见	2
竭尽全力	1
敷衍了事	2
以身试法	2
陶陶兀兀	2
春意盎然	1
莺歌燕舞	1
晓风残月	2
鱼米之乡	1
茂林修竹	1
水木明瑟	1
五彩缤纷	1
打落水狗	2
索垢寻疵	2
胆大如斗	0
举鼎绝膑	2
惺惺作态	2
官逼民反	2
据理力争	1
一日之长	1
八斗才	1
初露锋芒	1
金声玉振	1
乱世英雄	1
奇才异能	1
嵩生岳降	1
雄才大略	1
博而不精	2
登堂入室	1
蟪蛄不知春秋	2
吴下阿蒙	2
夏虫不可以语冰	2
烈火见真金	1
步步登高	1
青云直上	1
出凡入圣	1
生荣死哀	1
操刀伤锦	2
志大才疏	2
土牛石田	2
贼人胆虚	2
眉目如画	1
时运亨通	1
陶然而醉	1
大家闺秀	1
青天霹雳	0
严师出高徒	1
平生愿足	1
十之八九	1
自力更生	1
老马嘶风	1
锦绣前程	1
六畜兴旺	1
一举两得	1
功均天地	1
不知肉味	1
苦心孤诣	1
向明而治	1
百闻不如一见	3
盘根究底	0
八方呼应	1
遥相应和	1
德才兼备	1
盖世无双	1
南金东箭	1
思如涌泉	1
倚马可待	1
无一不备	1
仙露明珠	1
羽扇纶巾	1
目如悬珠	1
英姿焕发	1
扫眉才子	1
顾复之恩	1
犯颜极谏	1
披露肝胆	1
无偏无党	1
执法如山	1
重整旗鼓	1
操刀必割	1
云起龙骧	1
气压山河	1
弃瑕录用	1
苦中作乐	1
迎头痛击	1
聚而歼之	0
悬军深入	0
冲坚毁锐	1
燎发摧枯	1
所向无前	1
勇冠三军	1
笃志好学	1
勤学苦练	1
琼浆玉液	1
白日衣绣	1
浪子回头金不换	1
刮肠洗胃	1
知过必改	1
可同患，难处安	2
好戴高帽	2
蹉跎自误	2
披头散发	2
宝山空回	2
时乖命蹇	2
短针攻疽	2
残兵败将	2
弃甲丢盔	2
一败如水	2
碌碌无能	2
一无可取	2
东游西荡	2
不齿于人	2
狼奔豕突	2
助桀为虐	2
偷鸡摸狗	2
一口吸尽西江水	2
负薪救火	2
适得其反	2
换汤不换药	2
笨口拙舌	2
一窍不通	2
暗送秋波	1
暗送秋波	2
望风承旨	2
披枷带锁	2
不知好歹	2
黎丘丈人	2
投机取巧	2
开门揖盗	2
引鬼上门	2
因循坐误	2
奇旁福艾	1
桑落瓦解	0
不速之客	0
天壤王朗	2
化为乌有	0
水至清则无鱼	2
金屋藏娇	2
悬驼就石	2
血流成河	2
寻章摘句	2
废话连篇	2
长枕大被	1
眉来眼去	2
酒逢知己千钟少	0
绾角弟兄	1
总角之交	1
意料之外	0
迅雷不及掩耳	0
门无杂宾	1
泛泛之交	0
解甲归田	0
不忘故旧	0
峨冠博带	0
粉白黛黑	0
不差毫发	1
芝兰玉树	1
百年偕老	1
琴瑟和同	1
格物致知	0
追根究底	0
满城风雨	2
分毫不差	1
反间之计	0
兵在精而不在多	0
触类旁通	1
怀铅提椠	1
炳炳麟磷	1
夺胎换骨	1
戞戛独造	1
口不应心	2
不避艰险	1
奋勇直前	1
死不旋踵	1
不食周粟	1
士为知己者死	1
绝少分甘	1
乌鸟私情	1
敬恭桑梓	1
礼贤下士	1
礼让为国	1
虚己受人	1
以规为瑱	2
不伐其功	1
雕虫小技	2
抛砖引玉	1
昂头天外	2
伐功矜能	2
倔强倨傲	2
自恃其才	2
贪名逐利	2
规求无度	2
贪而无信	2
雁过拔毛	2
嗷嗷的	1
我靠	2
B4	2
bt	3
我踩	1
哈哈	1
pf	1
有形	1
haha	1
cool	1
Cool毙	1
歇菜	2
無語	2
3x	1
kao	2
gun	2
爆强	1
呵呵	0
故步自封	2
花天酒地	2
混淆是非	2
吹嘘	2
得陇望蜀	2
烦琐	2
恐吓	2
神经兮兮	2
多有微词	2
劳民伤财	2
自鸣得意	2
谩骂	2
蒙蔽	2
谬论	2
捏造	2
冷若冰霜	2
凶狠	2
凶暴	2
片面	2
欺骗	2
黔驴技穷	2
巧言令色	2
自负	2
辱骂	2
好色	2
战争贩子	2
虚荣	2
贪婪	2
怨天尤人	2
挑拨	2
拖拉	2
文抄公	2
无孔不入	0
武断	2
嫌疑犯	2
一毛不拔	2
迂腐	2
趾高气扬	2
失节	2
歹毒	2
鬼蜮	2
不端	2
奸猾	2
权诈	2
缺德	2
怯弱	2
高慢	2
翘尾巴	2
好为人师	2
褊急	2
一把死拿	2
小气	2
劣根性	2
不公	2
隔岸观火	2
板滞	2
粗鄙	2
横行霸道	2
掉书袋	2
鲁莽	2
粗笨	2
鲁莽灭裂	2
左顾右盼	2
拙笨	2
佻达	2
放荡	2
粗心	2
娇痴	0
单调	2
丢三落四	2
松懈	2
背信	2
偷偷摸摸	2
谄媚	2
姑息养奸	2
蒙哄	2
耍奸	2
撒泼	2
仗势欺人	2
胁迫	2
无能	2
无情无义	2
厚颜	2
私利	2
不可救药	2
光秃秃	2
一失足成千古恨	2
渺小	2
紊乱	2
置身事外	2
坐视不救	2
迟迟	0
慢吞吞	2
滞后	2
大权独揽	2
蛮横无理	2
步人后尘	2
偏听偏信	2
焦枯	2
老牛破车	2
讥诮	2
唯利是图	2
垂涎欲滴	2
贪天之功	2
肉麻	0
奸人	2
纨绔子弟	2
淫猥	2
黄色	2
吵嘴	2
过河拆桥	2
掩人耳目	2
耍花枪	2
戴高帽子	2
断章取义	2
不足为凭	2
过激	2
瞎子摸象	2
大错特错	2
说不过去	2
一成不变	2
声名狼藉	2
不堪入耳	2
听风是雨	2
虚假	2
假大空	2
次等	2
肤泛	2
碍事	2
八股	2
白痴	2
摆普儿	2
半疯儿	2
卑微	2
秕糠	2
驳杂	2
残货	2
护短	2
寸阴若岁	0
室迩人远	0
狐死首丘	1
悬悬在念	0
震慑人心	0
怕生	0
扬扬得意	2
侯门如海	0
捷报	1
惊奇	0
瞠目结舌	0
哄动一时	0
宽松	0
泰然	0
安土重迁	0
精致	1
璧谢	1
别才	1
禀呈	1
才俊	1
才艺	1
苍葱	0
操劳	1
长空	0
策动	2
敞快	1
谗言	2
娼妇	2
吵子	2
沉疴	0
称臣	2
畅顺	1
超等	1
超擢	1
称职	1
成器	1
吃嘴	2
奢靡	2
重沓	2
斥骂	2
丑史	2
愁怀	0
承平	1
驰骋	1
崇仰	1
出息	1
穿窬	2
吹拂	0
春心	0
舛讹	2
吹牛	2
蠢货	2
刺儿头	2
窜改	2
催逼	2
错漏	2
叨叨	2
盗劫	2
盗贼	2
贵宾	1
国花	1
国优	1
酣然	1
含蕴	1
敌伪	2
玷辱	2
掉队	2
冬烘	2
毒犯	2
独霸	2
赌钱	2
断送	0
讹赖	2
恶浪	2
恶意	2
发痴	2
翻版	2
反目	2
犯忌	2
贩毒	2
放毒	2
非难	2
匪首	2
纷扰	2
拂逆	2
浮礼	2
负约	2
杆子	2
攻讦	2
沽名	2
拐带	2
官迷	2
惯纵	2
淳美	1
慈亲	1
辞华	1
翠微	0
嵯峨	1
打拱	1
大吉	1
大寿	1
大礼	1
骀荡	0
荡荡	0
滚蛋	2
德泽	1
抵事	1
点题	0
叮嘱	0
国贼	2
海盗	2
豪绅	2
黑幕	2
横祸	2
后台	2
虎视	2
豢养	2
灰色	0
贿赂	2
昏君	2
活宝	1
积弊	2
寄生	0
假造	2
奸贼	2
交恶	2
教唆	2
近视	0
局骗	2
拉杂	2
鼎助	1
克扣	2
空疏	2
酷烈	2
洞烛	1
狂躁	2
豆蔻	1
独创	0
笃志	1
端然	1
顿悟	1
夺目	1
恩公	1
发愤	1
法宝	1
繁庶	1
芳邻	1
放歌	0
飞翔	0
纷华	1
奋勇	1
丰稔	1
丰足	1
风义	1
福地	1
富贵	1
父辈	0
改造	0
甘洌	1
感染力	1
刚勇	1
高等	1
高迈	1
捞取	2
勒诈	2
离间	2
潦倒	0
凌杂	2
流俗	2
垄断	2
乱世	0
沦亡	2
落拓	0
买通	2
蟊贼	2
没治	2
蒙事	2
灭迹	2
缪错	2
高扬	1
更始	0
工细	1
攻陷	0
恭贺	1
公心	1
共识	0
顾念	0
牟利	2
谋私	2
拿乔	2
光芒	1
难处	0
闹剧	2
内耗	0
孽根	2
奴性	2
扒窃	2
叛变	2
抛费	2
翰墨	0
好使	1
蓬乱	2
皮相	2
偏废	2
剽袭	2
破产	2
骑墙	2
起意	0
前嫌	0
戕害	2
抢掠	2
浩大	1
合格	0
和风	1
贺词	1
亨通	1
红豆	0
红运	1
宏博	1
宏图	1
厚谊	1
互惠	1
华灯	1
欢好	1
欢迎	0
挥洒	1
回天	0
会师	0
活气	1
获准	0
积极性	1
机灵鬼	1
吉日	1
窃国	2
穷寇	2
曲解	2
取巧	2
缺失	2
扰民	2
任情	2
入寇	2
骚乱	2
铩羽	2
伤痕	0
涉嫌	2
生造	2
失和	0
失态	2
蚀本	2
首恶	2
受累	0
受罪	0
衰亡	0
私见	2
死路	0
嗾使	2
损失	0
贪墨	2
逃跑	2
添堵	2
铁蹄	2
偷摸	2
荼毒	2
吞剥	2
外患	0
顽劣	2
妄说	2
微贱	2
违误	0
侮慢	2
牺惶	0
瞎吹	2
下等	2
嫌厌	2
现臭	2
淆惑	2
挟持	2
邪僻	2
懈弛	2
凶耗	0
凶煞	2
羞愤	0
虚谎	2
虚言	2
喧哗	0
湮没	0
葊陋	2
妖怪	2
摇摆	0
一隅	2
疑心病	0
异说	2
阴私	2
淫贱	2
隐患	0
庸医	2
幽怨	0
右倾	2
迂儒	2
愚儒	2
遇害	0
冤钱	2
切望	0
怨怼	0
怨怒	0
钦羡	1
勤劬	1
越境	2
杂牌	2
灾难	0
言听计从	0
大爷	2
壮志凌云	1
堂堂	1
惨境	0
和好	0
神秘	0
劳驾	0
一视同仁	1
抚慰	0
恒久	1
乌七八糟	2
香甜	0
大户	0
恬静	1
凋零	0
情意	0
庄重	1
雾里看花	0
毋庸置疑	0
战战兢兢	0
当仁不让	1
九死一生	0
飞快	0
宽大	0
汗流浃背	0
充实	0
稳定	0
动乱	2
悠远	1
肤浅	2
文雅	1
刚直	1
含蓄	1
舍身为国	1
无限	0
高大	0
精巧	1
近水楼台先得月	0
胡作非为	2
掉以轻心	2
平稳	0
呕心沥血	1
排场	2
明朗	0
滋润	1
一无所有	0
俊秀	1
智谋	1
挫败	0
刻骨铭心	0
诚实	1
绝色	1
张口结舌	0
结实	1
付之东流	0
冤屈	0
结草衔环	0
自由自在	0
轻巧	0
冷言冷语	2
美言	0
便民	1
舒服	0
卑躬屈膝	2
恨铁不成钢	0
金玉满堂	1
唐突	2
扑腾	0
卑鄙	2
走卒	2
迷途知返	1
缩头缩脑	2
健全	1
转弯抹角	2
向往	0
麻利	1
名誉扫地	2
侵吞	2
愧赧	0
旺盛	0
气急败坏	2
明澈	1
听从	0
乖戾	2
长辈	0
一如既往	0
健康	1
骇然	0
唤起	0
作伪	2
灵通	1
甜美	1
矫健	1
水中捞月	2
歹人	2
暴殄天物	2
紧张	0
阔气	2
极致	1
涤荡	0
含糊	0
卑下	2
端庄	1
红火	1
清新	1
斯文	1
质问	0
杀人不见血	2
播弄	2
不三不四	2
信口雌黄	2
差事	0
真心实意	1
凄清	0
标准	0
趁火打劫	2
俗套	2
叠床架屋	2
直性子	1
喜爱	1
简要	0
胆大妄为	2
人云亦云	2
差劲	2
晕头转向	0
平白无故	0
愚昧	2
真心	1
凋敝	2
开朗	1
凶险	2
糟糕	2
色情	2
幽深	0
荣幸	1
四平八稳	1
偏偏	0
巍然	1
空荡荡	0
划一不二	2
生死攸关	0
盈余	0
蹊径	1
心灵	1
支持	1
动摇	0
放纵	2
日以继夜	1
官官相护	2
寒微	0
秀气	1
干脆	1
饱满	1
依依不舍	0
怨恨	0
结巴	0
干燥	0
繁杂	2
舒展	1
朴质	1
攻击	0
自诩	2
奢华	2
遵循	0
对付	0
倾覆	2
内行	1
龙腾虎跃	1
跪拜	0
靠不住	2
残渣余孽	2
冷峭	0
差点儿	0
瘫痪	0
碍手碍脚	2
姑息	2
不苟言笑	0
无赖	2
堂堂	1
汗流浃背	0
粗犷	1
用心	1
服服帖帖	0
蹉跎	2
扰乱	2
强暴	2
寒碜	2
天昏地暗	2
唯唯诺诺	2
呜呼哀哉	2
轻飘	3
心虚	2
鬼魔	2
勉强	0
混蛋	2
眷恋	1
生疏	0
漫长	0
左支右绌	2
依依不舍	0
赏心悦目	1
内乱	2
情真词切	0
遭劫	2
顺意	0
中计	0
蛀虫	2
纪念塔	1
意境	1
奖掖	1
祝愿	1
颤颤悠悠	0
皱巴巴	2
风风火火	0
鸣冤叫屈	0
空头	2
低价位	0
千变万化	0
毫无保留地	1
上赶着	2
同等重要	0
安国宁家	1
小国寡民	0
秦庭之哭	0
半壁江山	0
志同道合	1
随群	1
援救	0
不简单	1
皑皑	0
帮教	0
报恩	1
嗟来之食	2
卷土重来	2
下不来台	0
烈日当空	2
拘谨	0
天渊之隔	0
万古不变	0
自言自语	0
插翅难飞	2
中庸之道	0
饥不择食	0
枝附叶连	0
任其自然	0
斯事体大	0
毫不介意	0
不可偏废	0
敏感	0
歌星	0
青皮	2
实际	0
光棍	0
借鉴	0
战云	0
针砭	0
清流	1
荣任	1
阻挠	2
新生	1
即席	0
于飞	1
玉碎	1
佳丽	1
揭晓	0
真谛	1
知遇	1
主人翁	1
晶晶	0
膀阔腰圆	3
迷离扑朔	0
奇形怪状	0
特级	1
浅近	2
错爱	0
癖好	2
宝塔	1
羞惭	2
神经过敏	0
大海捞针	0
人各有志	0
大处落墨	1
茅室蓬户	0
粉身碎骨	0
了了解人意	1
高倪大谈	1
怠工	2
露怯	2
团伙	2
乌云	0
清寒	0
教育	0
地主	2
地主	0
灾年	2
赃物	2
糟粕	2
遭灾	2
躁急	2
贼骨头	2
沾染	2
啁哳	2
遮丑	2
支离	2
指使	2
致使	2
清介	0
清绮	0
清扬	1
轻妙	1
情愫	1
琼瑶	1
遒炼	1
饶沃	1
仁德	1
荣登	1
柔曼	1
软语	1
森森	1
深通	1
生机	1
盛会	1
盛筵	1
诗圣	1
帅气	1
顺当	1
素净	1
重负	0
诛灭	2
转嫁	2
追究	2
浊重	2
恣纵	2
走狗	2
阻梗	2
钻营	2
嘴硬	2
罪责	2
坐食	2
作俑	2
恬谧	1
通人	1
完善	1
旺健	1
闻名	1
蓊勃	1
无疆	1
稀珍	1
仙境	1
鲜嫩	1
显豁	1
祥瑞	1
偕老	1
新雅	1
欣悦	1
及时雨	1
济助	1
寄情	1
雄豪	1
雄师	1
秀慧	1
栩栩	1
绚烂	1
雅爱	1
雅士	1
严慈	1
艳冶	1
怡乐	1
义气	1
茵茵	1
英爽	1
莹洁	1
硬手	1
优待	1
幽婉	1
有动	1
有益	1
愉乐	1
煜煜	1
佳话	1
佳品	1
嘉尚	1
坚劲	1
简朴	1
践约	1
鉴赏	1
见解	1
健实	1
奖牌	1
奖劝	1
交谊	1
娇黄	1
娇小	1
教化	1
接遇	1
节俭	1
解放	1
借助	1
金口	1
锦标	1
韵致	1
锃亮	1
战功	1
